Record_ID,Year,Paper,Row_Number,Source_Raw_Mark_or_Label,B1_Value,B2_Value,Other_Result,Source_File,Source_Region,Original_Row_Text,Visual_Confidence,Verification_Status,Notes
2014_3B_P1_21,2014,3B,21,20,20,12,,2014.JPG,Paper 3B - Part 1,20 | 12,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_22,2014,3B,22,21,21,12,,2014.JPG,Paper 3B - Part 1,21 | 12,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_23,2014,3B,23,22,22,12,,2014.JPG,Paper 3B - Part 1,22 | 12,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_24,2014,3B,24,23,23,13,,2014.JPG,Paper 3B - Part 1,23 | 13,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_25,2014,3B,25,24,24,13,,2014.JPG,Paper 3B - Part 1,24 | 13,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_26,2014,3B,26,25,25,13,,2014.JPG,Paper 3B - Part 1,25 | 13,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_27,2014,3B,27,26,26,14,,2014.JPG,Paper 3B - Part 1,26 | 14,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_28,2014,3B,28,27,27,15,,2014.JPG,Paper 3B - Part 1,27 | 15,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_29,2014,3B,29,28,28,15,,2014.JPG,Paper 3B - Part 1,28 | 15,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_30,2014,3B,30,29,29,16,,2014.JPG,Paper 3B - Part 1,29 | 16,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_31,2014,3B,31,30,30,16,,2014.JPG,Paper 3B - Part 1,30 | 16,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_32,2014,3B,32,31,31,17,,2014.JPG,Paper 3B - Part 1,31 | 17,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_33,2014,3B,33,32,32,17,,2014.JPG,Paper 3B - Part 1,32 | 17,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_34,2014,3B,34,33,33,18,,2014.JPG,Paper 3B - Part 1,33 | 18,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_35,2014,3B,35,34,34,19,,2014.JPG,Paper 3B - Part 1,34 | 19,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_36,2014,3B,36,35,35,20,,2014.JPG,Paper 3B - Part 1,35 | 20,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_37,2014,3B,37,36,36,20,,2014.JPG,Paper 3B - Part 1,36 | 20,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_38,2014,3B,38,37,37,21,,2014.JPG,Paper 3B - Part 1,37 | 21,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_39,2014,3B,39,38,38,22,,2014.JPG,Paper 3B - Part 1,38 | 22,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_40,2014,3B,40,39,39,23,,2014.JPG,Paper 3B - Part 1,39 | 23,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_41,2014,3B,41,40,40,24,,2014.JPG,Paper 3B - Part 1,40 | 24,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_42,2014,3B,42,41,41,25,,2014.JPG,Paper 3B - Part 1,41 | 25,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_43,2014,3B,43,42,42,26,,2014.JPG,Paper 3B - Part 1,42 | 26,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_44,2014,3B,44,43,43,27,,2014.JPG,Paper 3B - Part 1,43 | 27,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_45,2014,3B,45,44,44,28,,2014.JPG,Paper 3B - Part 1,44 | 28,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_46,2014,3B,46,45,45,29,,2014.JPG,Paper 3B - Part 1,45 | 29,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_47,2014,3B,47,46,46,30,,2014.JPG,Paper 3B - Part 1,46 | 30,HIGH,VERIFIED,Paper 3B main table
2014_3B_P2_01,2014,3B,48,47,47,31,,2014.JPG,Paper 3B - Part 2,47 | 31,HIGH,VERIFIED,Paper 3B continued table
2014_3B_P2_02,2014,3B,49,48,48,32,,2014.JPG,Paper 3B - Part 2,48 | 32,HIGH,VERIFIED,Paper 3B continued table
2014_3B_P2_03,2014,3B,50,49,49,34,,2014.JPG,Paper 3B - Part 2,49 | 34,HIGH,VERIFIED,Paper 3B continued table
2014_3B_P2_04,2014,3B,51,50,50,35,,2014.JPG,Paper 3B - Part 2,50 | 35,HIGH,VERIFIED,Paper 3B continued table
2014_3B_P2_05,2014,3B,52,51,51,37,,2014.JPG,Paper 3B - Part 2,51 | 37,HIGH,VERIFIED,Paper 3B continued table
2014_3B_P2_06,2014,3B,53,52,52,40,,2014.JPG,Paper 3B - Part 2,52 | 40,HIGH,VERIFIED,Paper 3B continued table
2014_3B_P2_07,2014,3B,54,53,53,43,,2014.JPG,Paper 3B - Part 2,53 | 43,HIGH,VERIFIED,Paper 3B continued table
2014_3B_P2_08,2014,3B,55,54,54,46,,2014.JPG,Paper 3B - Part 2,54 | 46,HIGH,VERIFIED,Paper 3B continued table
