Record_ID,Year,Paper,Row_Number,Source_Raw_Mark_or_Label,B1_Value,B2_Value,Other_Result,Source_File,Source_Region,Original_Row_Text,Visual_Confidence,Verification_Status,Notes
2018_1B_30,2018,1B,31,30,30,15,,2018.JPG,Paper 1B Table (left),30 | 15,1.0,Verified,
2018_1B_31,2018,1B,32,31,31,16,,2018.JPG,Paper 1B Table (left),31 | 16,1.0,Verified,
2018_1B_32,2018,1B,33,32,32,17,,2018.JPG,Paper 1B Table (left),32 | 17,1.0,Verified,
2018_1B_33,2018,1B,34,33,33,19,,2018.JPG,Paper 1B Table (left),33 | 19,1.0,Verified,
2018_1B_34,2018,1B,35,34,34,20,,2018.JPG,Paper 1B Table (left),34 | 20,1.0,Verified,
2018_1B_35,2018,1B,36,35,35,22,,2018.JPG,Paper 1B Table (left),35 | 22,1.0,Verified,
2018_1B_36,2018,1B,37,36,36,23,,2018.JPG,Paper 1B Table (left),36 | 23,1.0,Verified,
2018_1B_37,2018,1B,38,37,37,25,,2018.JPG,Paper 1B Table (left),37 | 25,1.0,Verified,
2018_1B_38,2018,1B,39,38,38,28,,2018.JPG,Paper 1B Table (left),38 | 28,1.0,Verified,
2018_1B_39,2018,1B,40,39,39,31,,2018.JPG,Paper 1B Table (left),39 | 31,1.0,Verified,
2018_1B_40,2018,1B,41,40,40,34,,2018.JPG,Paper 1B Table (left),40 | 34,1.0,Verified,
2018_1B_41,2018,1B,42,41,41,37,,2018.JPG,Paper 1B Table (left),41 | 37,1.0,Verified,
2018_1B_42,2018,1B,43,42,42,40,,2018.JPG,Paper 1B Table (left),42 | 40,1.0,Verified,
2018_3B_00,2018,3B,1,0,0,0,,2018.JPG,"Paper 3B Table (middle, 0-42)",0 | 0,1.0,Verified,
2018_3B_01,2018,3B,2,1,1,1,,2018.JPG,"Paper 3B Table (middle, 0-42)",1 | 1,1.0,Verified,
2018_3B_02,2018,3B,3,2,2,1,,2018.JPG,"Paper 3B Table (middle, 0-42)",2 | 1,1.0,Verified,
2018_3B_03,2018,3B,4,3,3,1,,2018.JPG,"Paper 3B Table (middle, 0-42)",3 | 1,1.0,Verified,
2018_3B_04,2018,3B,5,4,4,2,,2018.JPG,"Paper 3B Table (middle, 0-42)",4 | 2,1.0,Verified,
2018_3B_05,2018,3B,6,5,5,2,,2018.JPG,"Paper 3B Table (middle, 0-42)",5 | 2,1.0,Verified,
2018_3B_06,2018,3B,7,6,6,2,,2018.JPG,"Paper 3B Table (middle, 0-42)",6 | 2,1.0,Verified,
2018_3B_07,2018,3B,8,7,7,2,,2018.JPG,"Paper 3B Table (middle, 0-42)",7 | 2,1.0,Verified,
2018_3B_08,2018,3B,9,8,8,2,,2018.JPG,"Paper 3B Table (middle, 0-42)",8 | 2,1.0,Verified,
2018_3B_09,2018,3B,10,9,9,2,,2018.JPG,"Paper 3B Table (middle, 0-42)",9 | 2,1.0,Verified,
2018_3B_10,2018,3B,11,10,10,2,,2018.JPG,"Paper 3B Table (middle, 0-42)",10 | 2,1.0,Verified,
2018_3B_11,2018,3B,12,11,11,3,,2018.JPG,"Paper 3B Table (middle, 0-42)",11 | 3,1.0,Verified,
2018_3B_12,2018,3B,13,12,12,3,,2018.JPG,"Paper 3B Table (middle, 0-42)",12 | 3,1.0,Verified,
2018_3B_13,2018,3B,14,13,13,3,,2018.JPG,"Paper 3B Table (middle, 0-42)",13 | 3,1.0,Verified,
2018_3B_14,2018,3B,15,14,14,3,,2018.JPG,"Paper 3B Table (middle, 0-42)",14 | 3,1.0,Verified,
2018_3B_15,2018,3B,16,15,15,3,,2018.JPG,"Paper 3B Table (middle, 0-42)",15 | 3,1.0,Verified,
2018_3B_16,2018,3B,17,16,16,3,,2018.JPG,"Paper 3B Table (middle, 0-42)",16 | 3,1.0,Verified,
2018_3B_17,2018,3B,18,17,17,3,,2018.JPG,"Paper 3B Table (middle, 0-42)",17 | 3,1.0,Verified,
2018_3B_18,2018,3B,19,18,18,4,,2018.JPG,"Paper 3B Table (middle, 0-42)",18 | 4,1.0,Verified,
2018_3B_19,2018,3B,20,19,19,4,,2018.JPG,"Paper 3B Table (middle, 0-42)",19 | 4,1.0,Verified,
2018_3B_20,2018,3B,21,20,20,5,,2018.JPG,"Paper 3B Table (middle, 0-42)",20 | 5,1.0,Verified,
2018_3B_21,2018,3B,22,21,21,5,,2018.JPG,"Paper 3B Table (middle, 0-42)",21 | 5,1.0,Verified,
2018_3B_22,2018,3B,23,22,22,5,,2018.JPG,"Paper 3B Table (middle, 0-42)",22 | 5,1.0,Verified,
2018_3B_23,2018,3B,24,23,23,6,,2018.JPG,"Paper 3B Table (middle, 0-42)",23 | 6,1.0,Verified,
2018_3B_24,2018,3B,25,24,24,6,,2018.JPG,"Paper 3B Table (middle, 0-42)",24 | 6,1.0,Verified,
2018_3B_25,2018,3B,26,25,25,7,,2018.JPG,"Paper 3B Table (middle, 0-42)",25 | 7,1.0,Verified,
2018_3B_26,2018,3B,27,26,26,7,,2018.JPG,"Paper 3B Table (middle, 0-42)",26 | 7,1.0,Verified,
2018_3B_27,2018,3B,28,27,27,8,,2018.JPG,"Paper 3B Table (middle, 0-42)",27 | 8,1.0,Verified,
2018_3B_28,2018,3B,29,28,28,8,,2018.JPG,"Paper 3B Table (middle, 0-42)",28 | 8,1.0,Verified,
2018_3B_29,2018,3B,30,29,29,9,,2018.JPG,"Paper 3B Table (middle, 0-42)",29 | 9,1.0,Verified,
2018_3B_30,2018,3B,31,30,30,10,,2018.JPG,"Paper 3B Table (middle, 0-42)",30 | 10,1.0,Verified,
2018_3B_31,2018,3B,32,31,31,11,,2018.JPG,"Paper 3B Table (middle, 0-42)",31 | 11,1.0,Verified,
2018_3B_32,2018,3B,33,32,32,12,,2018.JPG,"Paper 3B Table (middle, 0-42)",32 | 12,1.0,Verified,
2018_3B_33,2018,3B,34,33,33,13,,2018.JPG,"Paper 3B Table (middle, 0-42)",33 | 13,1.0,Verified,
2018_3B_34,2018,3B,35,34,34,14,,2018.JPG,"Paper 3B Table (middle, 0-42)",34 | 14,1.0,Verified,
2018_3B_35,2018,3B,36,35,35,15,,2018.JPG,"Paper 3B Table (middle, 0-42)",35 | 15,1.0,Verified,
2018_3B_36,2018,3B,37,36,36,17,,2018.JPG,"Paper 3B Table (middle, 0-42)",36 | 17,1.0,Verified,
2018_3B_37,2018,3B,38,37,37,18,,2018.JPG,"Paper 3B Table (middle, 0-42)",37 | 18,1.0,Verified,
2018_3B_38,2018,3B,39,38,38,19,,2018.JPG,"Paper 3B Table (middle, 0-42)",38 | 19,1.0,Verified,
2018_3B_39,2018,3B,40,39,39,20,,2018.JPG,"Paper 3B Table (middle, 0-42)",39 | 20,1.0,Verified,
2018_3B_40,2018,3B,41,40,40,22,,2018.JPG,"Paper 3B Table (middle, 0-42)",40 | 22,1.0,Verified,
2018_3B_41,2018,3B,42,41,41,23,,2018.JPG,"Paper 3B Table (middle, 0-42)",41 | 23,1.0,Verified,
2018_3B_42,2018,3B,43,42,42,24,,2018.JPG,"Paper 3B Table (middle, 0-42)",42 | 24,1.0,Verified,
2018_3B_43,2018,3B,44,43,43,25,,2018.JPG,"Paper 3B Table (right, 43-52)",43 | 25,1.0,Verified,
2018_3B_44,2018,3B,45,44,44,27,,2018.JPG,"Paper 3B Table (right, 43-52)",44 | 27,1.0,Verified,
2018_3B_45,2018,3B,46,45,45,29,,2018.JPG,"Paper 3B Table (right, 43-52)",45 | 29,1.0,Verified,
2018_3B_46,2018,3B,47,46,46,30,,2018.JPG,"Paper 3B Table (right, 43-52)",46 | 30,1.0,Verified,
2018_3B_47,2018,3B,48,47,47,32,,2018.JPG,"Paper 3B Table (right, 43-52)",47 | 32,1.0,Verified,
2018_3B_48,2018,3B,49,48,48,35,,2018.JPG,"Paper 3B Table (right, 43-52)",48 | 35,1.0,Verified,
2018_3B_49,2018,3B,50,49,49,38,,2018.JPG,"Paper 3B Table (right, 43-52)",49 | 38,1.0,Verified,
2018_3B_50,2018,3B,51,50,50,41,,2018.JPG,"Paper 3B Table (right, 43-52)",50 | 41,1.0,Verified,
2018_3B_51,2018,3B,52,51,51,44,,2018.JPG,"Paper 3B Table (right, 43-52)",51 | 44,1.0,Verified,
2018_3B_52,2018,3B,53,52,52,47,,2018.JPG,"Paper 3B Table (right, 43-52)",52 | 47,1.0,Verified,
