Record_ID,Year,Paper,Row_Number,Source_Raw_Mark_or_Label,B1_Value,B2_Value,Other_Result,Source_File,Source_Region,Original_Row_Text,Visual_Confidence,Verification_Status,Notes
2022_3B_003,2022,Paper 3B,3,2,2,1,,2022.JPG,Middle Table,2 | 1,High,Verified,Main Paper 3B table
2022_3B_004,2022,Paper 3B,4,3,3,1,,2022.JPG,Middle Table,3 | 1,High,Verified,Main Paper 3B table
2022_3B_005,2022,Paper 3B,5,4,4,1,,2022.JPG,Middle Table,4 | 1,High,Verified,Main Paper 3B table
2022_3B_006,2022,Paper 3B,6,5,5,2,,2022.JPG,Middle Table,5 | 2,High,Verified,Main Paper 3B table
2022_3B_007,2022,Paper 3B,7,6,6,2,,2022.JPG,Middle Table,6 | 2,High,Verified,Main Paper 3B table
2022_3B_008,2022,Paper 3B,8,7,7,2,,2022.JPG,Middle Table,7 | 2,High,Verified,Main Paper 3B table
2022_3B_009,2022,Paper 3B,9,8,8,2,,2022.JPG,Middle Table,8 | 2,High,Verified,Main Paper 3B table
2022_3B_010,2022,Paper 3B,10,9,9,3,,2022.JPG,Middle Table,9 | 3,High,Verified,Main Paper 3B table
2022_3B_011,2022,Paper 3B,11,10,10,3,,2022.JPG,Middle Table,10 | 3,High,Verified,Main Paper 3B table
2022_3B_012,2022,Paper 3B,12,11,11,3,,2022.JPG,Middle Table,11 | 3,High,Verified,Main Paper 3B table
2022_3B_013,2022,Paper 3B,13,12,12,3,,2022.JPG,Middle Table,12 | 3,High,Verified,Main Paper 3B table
2022_3B_014,2022,Paper 3B,14,13,13,4,,2022.JPG,Middle Table,13 | 4,High,Verified,Main Paper 3B table
2022_3B_015,2022,Paper 3B,15,14,14,4,,2022.JPG,Middle Table,14 | 4,High,Verified,Main Paper 3B table
2022_3B_016,2022,Paper 3B,16,15,15,4,,2022.JPG,Middle Table,15 | 4,High,Verified,Main Paper 3B table
2022_3B_017,2022,Paper 3B,17,16,16,5,,2022.JPG,Middle Table,16 | 5,High,Verified,Main Paper 3B table
2022_3B_018,2022,Paper 3B,18,17,17,5,,2022.JPG,Middle Table,17 | 5,High,Verified,Main Paper 3B table
2022_3B_019,2022,Paper 3B,19,18,18,5,,2022.JPG,Middle Table,18 | 5,High,Verified,Main Paper 3B table
2022_3B_020,2022,Paper 3B,20,19,19,6,,2022.JPG,Middle Table,19 | 6,High,Verified,Main Paper 3B table
2022_3B_021,2022,Paper 3B,21,20,20,6,,2022.JPG,Middle Table,20 | 6,High,Verified,Main Paper 3B table
2022_3B_022,2022,Paper 3B,22,21,21,6,,2022.JPG,Middle Table,21 | 6,High,Verified,Main Paper 3B table
2022_3B_023,2022,Paper 3B,23,22,22,7,,2022.JPG,Middle Table,22 | 7,High,Verified,Main Paper 3B table
2022_3B_024,2022,Paper 3B,24,23,23,7,,2022.JPG,Middle Table,23 | 7,High,Verified,Main Paper 3B table
2022_3B_025,2022,Paper 3B,25,24,24,8,,2022.JPG,Middle Table,24 | 8,High,Verified,Main Paper 3B table
2022_3B_026,2022,Paper 3B,26,25,25,8,,2022.JPG,Middle Table,25 | 8,High,Verified,Main Paper 3B table
2022_3B_027,2022,Paper 3B,27,26,26,9,,2022.JPG,Middle Table,26 | 9,High,Verified,Main Paper 3B table
2022_3B_028,2022,Paper 3B,28,27,27,9,,2022.JPG,Middle Table,27 | 9,High,Verified,Main Paper 3B table
2022_3B_029,2022,Paper 3B,29,28,28,10,,2022.JPG,Middle Table,28 | 10,High,Verified,Main Paper 3B table
2022_3B_030,2022,Paper 3B,30,29,29,10,,2022.JPG,Middle Table,29 | 10,High,Verified,Main Paper 3B table
2022_3B_031,2022,Paper 3B,31,30,30,11,,2022.JPG,Middle Table,30 | 11,High,Verified,Main Paper 3B table
2022_3B_032,2022,Paper 3B,32,31,31,11,,2022.JPG,Middle Table,31 | 11,High,Verified,Main Paper 3B table
2022_3B_033,2022,Paper 3B,33,32,32,12,,2022.JPG,Middle Table,32 | 12,High,Verified,Main Paper 3B table
2022_3B_034,2022,Paper 3B,34,33,33,13,,2022.JPG,Middle Table,33 | 13,High,Verified,Main Paper 3B table
2022_3B_035,2022,Paper 3B,35,34,34,13,,2022.JPG,Middle Table,34 | 13,High,Verified,Main Paper 3B table
2022_3B_036,2022,Paper 3B,36,35,35,14,,2022.JPG,Middle Table,35 | 14,High,Verified,Main Paper 3B table
2022_3B_037,2022,Paper 3B,37,36,36,15,,2022.JPG,Middle Table,36 | 15,High,Verified,Main Paper 3B table
2022_3B_038,2022,Paper 3B,38,37,37,16,,2022.JPG,Middle Table,37 | 16,High,Verified,Main Paper 3B table
2022_3B_039,2022,Paper 3B,39,38,38,17,,2022.JPG,Middle Table,38 | 17,High,Verified,Main Paper 3B table
2022_3B_040,2022,Paper 3B,40,39,39,18,,2022.JPG,Middle Table,39 | 18,High,Verified,Main Paper 3B table
2022_3B_041,2022,Paper 3B,41,40,40,19,,2022.JPG,Middle Table,40 | 19,High,Verified,Main Paper 3B table
2022_3B_042,2022,Paper 3B,42,41,41,20,,2022.JPG,Middle Table,41 | 20,High,Verified,Main Paper 3B table
2022_3B_043,2022,Paper 3B,43,42,42,21,,2022.JPG,Middle Table,42 | 21,High,Verified,Main Paper 3B table
2022_3B_044,2022,Paper 3B,44,43,43,22,,2022.JPG,Right Table,43 | 22,High,Verified,Top-right Paper 3B table
2022_3B_045,2022,Paper 3B,45,44,44,23,,2022.JPG,Right Table,44 | 23,High,Verified,Top-right Paper 3B table
2022_3B_046,2022,Paper 3B,46,45,45,24,,2022.JPG,Right Table,45 | 24,High,Verified,Top-right Paper 3B table
2022_3B_047,2022,Paper 3B,47,46,46,26,,2022.JPG,Right Table,46 | 26,High,Verified,Top-right Paper 3B table
2022_3B_048,2022,Paper 3B,48,47,47,28,,2022.JPG,Right Table,47 | 28,High,Verified,Top-right Paper 3B table
2022_3B_049,2022,Paper 3B,49,48,48,30,,2022.JPG,Right Table,48 | 30,High,Verified,Top-right Paper 3B table
2022_3B_050,2022,Paper 3B,50,49,49,33,,2022.JPG,Right Table,49 | 33,High,Verified,Top-right Paper 3B table
2022_3B_051,2022,Paper 3B,51,50,50,36,,2022.JPG,Right Table,50 | 36,High,Verified,Top-right Paper 3B table
2022_3B_052,2022,Paper 3B,52,51,51,39,,2022.JPG,Right Table,51 | 39,High,Verified,Top-right Paper 3B table
2022_3B_053,2022,Paper 3B,53,52,52,42,,2022.JPG,Right Table,52 | 42,High,Verified,Top-right Paper 3B table
2022_3B_054,2022,Paper 3B,54,53,53,45,,2022.JPG,Right Table,53 | 45,High,Verified,Top-right Paper 3B table
