Record_ID,Year,Paper,Row_Number,Source_Raw_Mark_or_Label,B1_Value,B2_Value,Other_Result,Source_File,Source_Region,Original_Row_Text,Visual_Confidence,Verification_Status,Notes
2015_3B_014,2015,Paper 3B,15,14,14,4,,2015.JPG,Paper 3B Table Part 1,14 | 4,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_015,2015,Paper 3B,16,15,15,4,,2015.JPG,Paper 3B Table Part 1,15 | 4,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_016,2015,Paper 3B,17,16,16,4,,2015.JPG,Paper 3B Table Part 1,16 | 4,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_017,2015,Paper 3B,18,17,17,5,,2015.JPG,Paper 3B Table Part 1,17 | 5,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_018,2015,Paper 3B,19,18,18,5,,2015.JPG,Paper 3B Table Part 1,18 | 5,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_019,2015,Paper 3B,20,19,19,5,,2015.JPG,Paper 3B Table Part 1,19 | 5,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_020,2015,Paper 3B,21,20,20,6,,2015.JPG,Paper 3B Table Part 1,20 | 6,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_021,2015,Paper 3B,22,21,21,6,,2015.JPG,Paper 3B Table Part 1,21 | 6,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_022,2015,Paper 3B,23,22,22,7,,2015.JPG,Paper 3B Table Part 1,22 | 7,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_023,2015,Paper 3B,24,23,23,7,,2015.JPG,Paper 3B Table Part 1,23 | 7,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_024,2015,Paper 3B,25,24,24,7,,2015.JPG,Paper 3B Table Part 1,24 | 7,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_025,2015,Paper 3B,26,25,25,8,,2015.JPG,Paper 3B Table Part 1,25 | 8,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_026,2015,Paper 3B,27,26,26,8,,2015.JPG,Paper 3B Table Part 1,26 | 8,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_027,2015,Paper 3B,28,27,27,9,,2015.JPG,Paper 3B Table Part 1,27 | 9,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_028,2015,Paper 3B,29,28,28,10,,2015.JPG,Paper 3B Table Part 1,28 | 10,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_029,2015,Paper 3B,30,29,29,10,,2015.JPG,Paper 3B Table Part 1,29 | 10,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_030,2015,Paper 3B,31,30,30,11,,2015.JPG,Paper 3B Table Part 1,30 | 11,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_031,2015,Paper 3B,32,31,31,12,,2015.JPG,Paper 3B Table Part 1,31 | 12,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_032,2015,Paper 3B,33,32,32,13,,2015.JPG,Paper 3B Table Part 1,32 | 13,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_033,2015,Paper 3B,34,33,33,13,,2015.JPG,Paper 3B Table Part 1,33 | 13,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_034,2015,Paper 3B,35,34,34,14,,2015.JPG,Paper 3B Table Part 1,34 | 14,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_035,2015,Paper 3B,36,35,35,15,,2015.JPG,Paper 3B Table Part 1,35 | 15,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_036,2015,Paper 3B,37,36,36,16,,2015.JPG,Paper 3B Table Part 1,36 | 16,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_037,2015,Paper 3B,38,37,37,17,,2015.JPG,Paper 3B Table Part 1,37 | 17,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_038,2015,Paper 3B,39,38,38,18,,2015.JPG,Paper 3B Table Part 1,38 | 18,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_039,2015,Paper 3B,40,39,39,19,,2015.JPG,Paper 3B Table Part 1,39 | 19,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_040,2015,Paper 3B,41,40,40,20,,2015.JPG,Paper 3B Table Part 1,40 | 20,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_041,2015,Paper 3B,42,41,41,21,,2015.JPG,Paper 3B Table Part 1,41 | 21,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_042,2015,Paper 3B,43,42,42,22,,2015.JPG,Paper 3B Table Part 1,42 | 22,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_043,2015,Paper 3B,44,43,43,23,,2015.JPG,Paper 3B Table Part 1,43 | 23,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_044,2015,Paper 3B,45,44,44,24,,2015.JPG,Paper 3B Table Part 1,44 | 24,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_045,2015,Paper 3B,46,45,45,25,,2015.JPG,Paper 3B Table Part 1,45 | 25,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_046,2015,Paper 3B,47,46,46,26,,2015.JPG,Paper 3B Table Part 1,46 | 26,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_047,2015,Paper 3B,48,47,47,28,,2015.JPG,Paper 3B Table Part 2,47 | 28,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_048,2015,Paper 3B,49,48,48,30,,2015.JPG,Paper 3B Table Part 2,48 | 30,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_049,2015,Paper 3B,50,49,49,32,,2015.JPG,Paper 3B Table Part 2,49 | 32,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_050,2015,Paper 3B,51,50,50,34,,2015.JPG,Paper 3B Table Part 2,50 | 34,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_051,2015,Paper 3B,52,51,51,36,,2015.JPG,Paper 3B Table Part 2,51 | 36,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_052,2015,Paper 3B,53,52,52,39,,2015.JPG,Paper 3B Table Part 2,52 | 39,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_053,2015,Paper 3B,54,53,53,45,,2015.JPG,Paper 3B Table Part 2,53 | 45,High,Verified,3B1 (easier) vs 3B2 (more difficult)
2015_3B_054,2015,Paper 3B,55,54,54,54,,2015.JPG,Paper 3B Table Part 2,54 | 54,High,Verified,3B1 (easier) vs 3B2 (more difficult)
