Record_ID,Year,Paper,Row_Number,Source_Raw_Mark_or_Label,B1_Value,B2_Value,Other_Result,Source_File,Source_Region,Original_Row_Text,Visual_Confidence,Verification_Status,Notes
2013_P3B_20,2013,Paper 3B,21,20,20,9,,2013.JPG,Paper 3B Table,"20,9",High,Verified,Standard conversion
2013_P3B_21,2013,Paper 3B,22,21,21,9,,2013.JPG,Paper 3B Table,"21,9",High,Verified,Standard conversion
2013_P3B_22,2013,Paper 3B,23,22,22,9,,2013.JPG,Paper 3B Table,"22,9",High,Verified,Standard conversion
2013_P3B_23,2013,Paper 3B,24,23,23,10,,2013.JPG,Paper 3B Table,"23,10",High,Verified,Standard conversion
2013_P3B_24,2013,Paper 3B,25,24,24,10,,2013.JPG,Paper 3B Table,"24,10",High,Verified,Standard conversion
2013_P3B_25,2013,Paper 3B,26,25,25,11,,2013.JPG,Paper 3B Table,"25,11",High,Verified,Standard conversion
2013_P3B_26,2013,Paper 3B,27,26,26,11,,2013.JPG,Paper 3B Table,"26,11",High,Verified,Standard conversion
2013_P3B_27,2013,Paper 3B,28,27,27,12,,2013.JPG,Paper 3B Table,"27,12",High,Verified,Standard conversion
2013_P3B_28,2013,Paper 3B,29,28,28,12,,2013.JPG,Paper 3B Table,"28,12",High,Verified,Standard conversion
2013_P3B_29,2013,Paper 3B,30,29,29,13,,2013.JPG,Paper 3B Table,"29,13",High,Verified,Standard conversion
2013_P3B_30,2013,Paper 3B,31,30,30,14,,2013.JPG,Paper 3B Table,"30,14",High,Verified,Standard conversion
2013_P3B_31,2013,Paper 3B,32,31,31,15,,2013.JPG,Paper 3B Table,"31,15",High,Verified,Standard conversion
2013_P3B_32,2013,Paper 3B,33,32,32,16,,2013.JPG,Paper 3B Table,"32,16",High,Verified,Standard conversion
2013_P3B_33,2013,Paper 3B,34,33,33,17,,2013.JPG,Paper 3B Table,"33,17",High,Verified,Standard conversion
2013_P3B_34,2013,Paper 3B,35,34,34,18,,2013.JPG,Paper 3B Table,"34,18",High,Verified,Standard conversion
2013_P3B_35,2013,Paper 3B,36,35,35,19,,2013.JPG,Paper 3B Table,"35,19",High,Verified,Standard conversion
2013_P3B_36,2013,Paper 3B,37,36,36,20,,2013.JPG,Paper 3B Table,"36,20",High,Verified,Standard conversion
2013_P3B_37,2013,Paper 3B,38,37,37,21,,2013.JPG,Paper 3B Table,"37,21",High,Verified,Standard conversion
2013_P3B_38,2013,Paper 3B,39,38,38,22,,2013.JPG,Paper 3B Table,"38,22",High,Verified,Standard conversion
2013_P3B_39,2013,Paper 3B,40,39,39,23,,2013.JPG,Paper 3B Table,"39,23",High,Verified,Standard conversion
2013_P3B_40,2013,Paper 3B,41,40,40,25,,2013.JPG,Paper 3B Table,"40,25",High,Verified,Standard conversion
2013_P3B_41,2013,Paper 3B,42,41,41,26,,2013.JPG,Paper 3B Table,"41,26",High,Verified,Standard conversion
2013_P3B_42,2013,Paper 3B,43,42,42,27,,2013.JPG,Paper 3B Table,"42,27",High,Verified,Standard conversion
2013_P3B_43,2013,Paper 3B,44,43,43,28,,2013.JPG,Paper 3B Table,"43,28",High,Verified,Standard conversion
2013_P3B_44,2013,Paper 3B,45,44,44,30,,2013.JPG,Paper 3B Table,"44,30",High,Verified,Standard conversion
2013_P3B_45,2013,Paper 3B,46,45,45,31,,2013.JPG,Paper 3B Table,"45,31",High,Verified,Standard conversion
2013_P3B_46,2013,Paper 3B,47,46,46,32,,2013.JPG,Paper 3B Table,"46,32",High,Verified,Standard conversion
2013_P3B_47,2013,Paper 3B,48,47,47,34,,2013.JPG,Paper 3B Table,"47,34",High,Verified,Standard conversion
2013_P3B_48,2013,Paper 3B,49,48,48,35,,2013.JPG,Paper 3B Table,"48,35",High,Verified,Standard conversion
2013_P3B_49,2013,Paper 3B,50,49,49,37,,2013.JPG,Paper 3B Table,"49,37",High,Verified,Standard conversion
2013_P3B_50,2013,Paper 3B,51,50,50,39,,2013.JPG,Paper 3B Table,"50,39",High,Verified,Standard conversion
2013_P3B_51,2013,Paper 3B,52,51,51,41,,2013.JPG,Paper 3B Table,"51,41",High,Verified,Standard conversion
2013_P3B_52,2013,Paper 3B,53,52,52,43,,2013.JPG,Paper 3B Table,"52,43",High,Verified,Standard conversion
2013_P3B_53,2013,Paper 3B,54,53,53,47,,2013.JPG,Paper 3B Table,"53,47",High,Verified,Standard conversion
2013_P3B_54,2013,Paper 3B,55,54,54,54,,2013.JPG,Paper 3B Table,"54,54",High,Verified,Standard conversion
